,Title,Type,Episodes,Status,Start_Airing,End_Airing,Starting season,Broadcast time,Producers,Licensors,Studios,Sources,Genres,Duration,Rating,Score,Scored by,Members,Favorites,Description
71,Btooom!,TV,12,Finished Airing,"Oct 4, 2012 to Dec 20, 2012",-,"<a href=""https://myanimelist.net/anime/season/2012/fall"">Fall 2012</a>",Thursdays at 23:00 (JST),"Sotsu,KlockWorx,flying DOG,Showgate,Sentai Filmworks",Sentai Filmworks,Madhouse,Manga,"Action,Psychological,Sci-Fi,Seinen",24 min. per ep.,R - 17+ (violence & profanity),7.51,1672,"558,059","3,220","Ryouta Sakamoto is unemployed and lives with his mother, his only real achievement being that he is Japan's top player of the popular online video game Btooom! However, his peaceful life is about to change when he finds himself stranded on an island in the middle of nowhere, with a small green crystal embedded in his left hand and no memory of how he got there. To his shock, someone has decided to recreate the game he is so fond of in real life, with the stakes being life or death.Armed with a bag full of unique bombs known as ""BIM,"" the players are tasked with killing seven of their fellow participants and taking their green crystals in order to return home. Initially condemning any form of violence, Ryouta is forced to fight when he realizes that many of the other players are not as welcoming as they may seem. Teaming up with Himiko, a fellow Btooom! player, they attempt to get off of the island together, coming closer and closer to the truth behind this contest of death.[Written by MAL Rewrite]"
72,Chouyaku Hyakuninisshu: Uta Koi.,TV,13,Finished Airing,"Jul 3, 2012 to Sep 25, 2012",-,"<a href=""https://myanimelist.net/anime/season/2012/summer"">Summer 2012</a>",Mondays at 01:30 (JST),"TV Tokyo,Aniplex,Nihon Ad Systems,DAX Production",add some,TYO Animations,Manga,"Comedy,Historical,Romance,Josei",24 min. per ep.,PG-13 - Teens 13 or older,7.51,1673,"21,257",95,"Uta Koi tells the ""super-liberal interpretation"" of the Hyakuninisshu anthology compiled during Japan's Heian period of 100 romantic poems from 100 different poets such as The Tale of Genji's Murasaki Shikibu."
73,Free! Movie 3: Road to the World - Yume,Movie,1,Finished Airing,"Jul 5, 2019",-,-,-,,add some,Kyoto Animation,Original,"Comedy,Drama,School,Slice of Life,Sports",2 hr.,PG-13 - Teens 13 or older,7.51,1674,"9,257",19,Recap of the <i>Free!: Dive to the Future</i> TV series featuring new scenes.
74,Freedom,OVA,7,Finished Airing,"Nov 24, 2006 to May 23, 2008",-,-,-,"Bandai Visual,Dentsu,Bandai Entertainment,Discotek Media,NYAV Post,Bandai Visual USA",Bandai Entertainment,Sunrise,Original,"Action,Sci-Fi,Adventure,Space",27 min. per ep.,PG-13 - Teens 13 or older,7.51,1675,"18,485",60,"In the year 2041, mankind created their first space colony on the moon. But after a freak cataclysm devastated human civilisation on Earth, the republic of the moon built a domed megalopolis known as Eden. Now in the year 2267, a boy called Takeru spends his time engaging in hover-craft races against rival street gangs, unaware that he is about to embark in the journey of unearthing Eden's origin.(Source: ANN)"
75,Gokinjo Monogatari,TV,50,Finished Airing,"Sep 10, 1995 to Sep 1, 1996",-,"<a href=""https://myanimelist.net/anime/season/1995/fall"">Fall 1995</a>",Unknown,,add some,Toei Animation,Manga,"Slice of Life,Comedy,Drama,Romance,Shoujo",25 min. per ep.,PG-13 - Teens 13 or older,7.51,1676,"10,640",52,"The protagonist, Kouda Mikako, is a student of ""Yaza Gaku"". Specialising in fashion design, Mikako dreams of becoming a fashion designer with her own brand. Living next to her is her childhood friend, Yamaguchi Tsutomu. Even though they have been close since they were young, they share a platonic friendship. However, Tsutomu has been gaining popularity, especially with the girls, because he seems to resemble a popular vocalist from a band and somehow, Mikako begins to see him in a different light. This is a story about how youths cope with dreams, love and friendship. (Source: ANN) "
76,Hakkenden: Touhou Hakken Ibun,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013",-,"<a href=""https://myanimelist.net/anime/season/2013/winter"">Winter 2013</a>",Sundays at 02:58 (JST),"Bandai Visual,Frontier Works,Lantis,Movic,DAX Production,Sony PCL,Sentai Filmworks",Sentai Filmworks,Studio Deen,Manga,"Action,Demons,Supernatural,Fantasy,Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,7.51,1677,"84,620",619,"The village of Ootsuka—home to Shino Inuzuka, Sousuke Inukawa, and Hamaji—was lit on fire under the preconception that a virus had seen all of its life eradicated. Now surrounded by flames and on the verge of death, the three were approached by a strange man holding a sword. He tells them that they must reach a decision if they want to live. That night changed everything for these children.Five years later, the family of three now lives under the watchful eye of the small Imperial Church in a nearby village. All is fine and dandy until the Church attempts to reclaim the demonic sword of <i>Murasame</i>. To accomplish this, they kidnap Hamaji to lure Shino, now a bearer of Murasame's soul, and Sousuke, who possesses the ability to transform into a dog. The brothers must put their differences aside to rescue their beloved sister from the Church in the Imperial Capital, signalling the beginning of a very difficult journey. "
77,Hetalia: The World Twinkle,ONA,15,Finished Airing,"Jul 3, 2015 to Oct 9, 2015",-,-,-,"Frontier Works,Funimation",Funimation,Studio Deen,Manga,"Comedy,Historical,Parody",5 min. per ep.,PG-13 - Teens 13 or older,7.51,1678,"27,420",300,The sixth season of <i>Hetalia</i>.
78,Higurashi no Naku Koro ni Rei,OVA,5,Finished Airing,"Feb 25, 2009 to Aug 21, 2009",-,-,-,"Geneon Universal Entertainment,Frontier Works,Sotsu,Movic,Sentai Filmworks",Sentai Filmworks,Studio Deen,Visual novel,"Mystery,Comedy,Psychological,Supernatural,Thriller",30 min. per ep.,PG-13 - Teens 13 or older,7.51,1679,"131,503",416,"The infamous series of unexplainable murders in Hinamizawa have been solved and the chains of fate have broken due to the efforts of Rika Furude and her friends. Rika believes she has finally obtained the normal and peaceful life she desired with her friends; however, she is proven wrong when the wheels of fate begin turning once again after an unfortunate accident.Rika suddenly finds herself in a ""perfect"" world, the constant cycle of brutal killings having never taken place, where all of her friends are content and satisfied. Not wanting to abandon the world that she fought so hard for, she learns she must destroy an essential ""key"" to get back. But can Rika abandon the faultless world she is given the chance to live in, after all of her battles have brought her this far?[Written by MAL Rewrite]"
79,Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,OVA,1,Finished Airing,2002,-,-,-,,add some,Studio Pierrot,Manga,"Game,Comedy,Supernatural,Shounen",28 min.,G - All Ages,7.51,1680,"5,537",2,Alternate version of the story featured in episode 64 of Hikaru no Go.
80,Kamikaze Kaitou Jeanne,TV,44,Finished Airing,"Feb 13, 1999 to Jan 29, 2000",-,"<a href=""https://myanimelist.net/anime/season/1999/winter"">Winter 1999</a>",Unknown,,add some,Toei Animation,Manga,"Adventure,Comedy,Demons,Drama,Fantasy,Magic,Mystery,Romance,Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,7.51,1681,"40,641",440,"A normal looking high school girl on the outside, Kusakabe Maron is actually the reincarnation of Jeanne d' Arc. With the help of the angel, Fin Fish, Maron works as the thief Jeanne at night to seal the demons that reside in pieces of artwork, preying upon the weak hearts of the owners. She is branded as a thief due to the fact that the artworks disappear after she seals the demons. One day, a new neighbor and classmate appears, as well as a rival in her night job, the thief Sinbad. With her own best friend being the detective's daughter, out to capture her and the appearance of her new rival, Maron's work is anything but easy."
81,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,Movie,1,Finished Airing,"Sep 6, 2014",-,-,-,"Bandai Visual,Dentsu,Kodansha,flying DOG,TOHO animation,Funimation",Funimation,Production I.G,Manga,"Sci-Fi,Police,Psychological,Mecha",59 min.,R - 17+ (violence & profanity),7.51,1682,"30,095",18,"The story of this fourth installment takes place amidst signs of postwar reconstruction in the winter of 2028. Tensions are rising in New Port City as demonstrations are held concerning the interests of foreign cartels. This leads to a shooting incident involving riot police. It all started with a cyberbrain infection released by the terrorist ""Fire Starter."" An independent offensive unit led by Motoko Kusanagi entrusts the suppression of the situation to their ghosts and aims for their own justice. Below the surface of the incident, lies the ""tin girl"" Emma and the ""scarecrow man"" Burinda Junior. As Kusanagi deals with the incident, she draws near to what those two ghosts were seeking.(Source: ANN)"
82,Magic Knight Rayearth,TV,20,Finished Airing,"Oct 17, 1994 to Mar 13, 1995",-,"<a href=""https://myanimelist.net/anime/season/1994/fall"">Fall 1994</a>",Mondays at 19:30 (JST),"Yomiuri Telecasting,Media Blasters,Discotek Media",Media Blasters,Tokyo Movie Shinsha,Manga,"Adventure,Comedy,Drama,Fantasy,Magic,Mecha,Romance,Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,7.51,1683,"46,648",476,"Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef.Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil.[Written by MAL Rewrite]"
83,Majokko Shimai no Yoyo to Nene,Movie,1,Finished Airing,"Dec 28, 2013",-,-,-,"Aniplex,Starchild Records,Tokuma Shoten",add some,ufotable,Manga,"Fantasy,Magic",1 hr. 40 min.,G - All Ages,7.51,1684,"12,914",21,"Based on a manga ""Noroiya Shimai"" written by Hirarin and serialized in Monthly Comic Ryuu. It is a story about a pair of sisters who work as ""noroiya"" (cursers) using magic in a fantasy world. One day a big tree suddenly appears in a forest, and tall buildings that look like they are from our world can be seen entangled in it. The two sisters go there to investigate and get ported to our world. They then encounter two children who are startled by the sisters' sudden appearance and rush back home but at home they see their parents turned into monsters...(Source: MAL News)"
84,Mikakunin de Shinkoukei,TV,12,Finished Airing,"Jan 9, 2014 to Mar 27, 2014",-,"<a href=""https://myanimelist.net/anime/season/2014/winter"">Winter 2014</a>",Thursdays at 02:13 (JST),"Sotsu,DAX Production,TOHO animation,RAY,Ichijinsha,Sentai Filmworks",Sentai Filmworks,Doga Kobo,4-koma manga,"Slice of Life,Comedy,Romance,School",23 min. per ep.,PG-13 - Teens 13 or older,7.51,1685,"235,678",912,"Just an ordinary teenager, Kobeni Yonomori receives quite the surprise on her 16th birthday—a fiancé and a sister-in-law she never even knew she had. As a result of an arrangement that her late grandfather made, Hakuya Mitsumine and his younger sister Mashiro have moved from their countryside home to the Yonomori household in order to deepen their relationship with their new family members.<br/>
<br/>
<i>Mikakunin de Shinkoukei</i> follows Kobeni's ""love life"" with Hakuya as she tries her best to adjust to the abrupt changes forced upon her. However, as some extraordinary secrets regarding the siblings come to light, Kobeni will find her life changed forever.[Written by MAL Rewrite]"
85,Naruto: Shippuuden Movie 4 - The Lost Tower,Movie,1,Finished Airing,"Jul 31, 2010",-,-,-,"Toho,Viz Media",Viz Media,Studio Pierrot,Manga,"Action,Comedy,Martial Arts,Shounen,Super Power",1 hr. 25 min.,PG-13 - Teens 13 or older,7.51,1686,"134,518",182,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rogue ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.(Source: Wikipedia) "
86,Noblesse: Pamyeol-ui Sijak,OVA,1,Finished Airing,"Dec 4, 2015",-,-,-,,add some,Studio Animal,Web manga,"Action,Adventure,Supernatural",37 min.,R - 17+ (violence & profanity),7.51,1687,"25,973",91,"Humans live their lives driven by ambition and greed, prepared to kill their own kind with no hesitation. Since the beginning of humanity, wars have raged on throughout the human world, with the other races watching on.A victim of one war and orphaned, Ashleen was saved by the lord of the werewolves, Muzaka. Muzaka had abandoned his duties as lord and left the werewolf clan, travelling with Ashleen to secure her happiness. However, during his absence, members of Muzaka's species began orchestrating further wars on humans, disgusted by Muzaka's compassion. A secret and powerful organization established itself in the human realm, intending to manipulate Muzaka. When he is misinformed by the Union, Muzaka starts directing his rage toward the humans. Can his only friend, Cadis Etrama Di Raizel, the Noblesse, stop Muzuka's madness?Set 820 years before the events of <i>Noblesse</i>, <i>Noblesse: Pamyeol-ui Sija</i> depicts the tragic history of Muzaka, and how it led to the Noblesse's indefinite slumber.[Written by MAL Rewrite]<br/>
"
